7531151,Dźwierzuty,Dzwierzuty,"Comuna de Dzwierzuty,Comuna de Dźwierzuty,Dzvezhuty,Dzwierzuty,Dźwierzuty,Gmina Dz'vezhuti,Gmina Dzwierzuty,Gmina Dźwierzuty,Гміна Дзьвежути,Дзвежуты",53.70473,20.95917,A,ADM3,PL,,85.0,2817.0,281702.0,,6630,,147,Europe/Warsaw,2018-08-21
7531152,Rzeczyca,Rzeczyca,Rzeczyca,51.60641,20.311,A,ADM3,PL,,74.0,1016.0,101608.0,,4648,,168,Europe/Warsaw,2018-08-21
7531153,Boleszkowice,Boleszkowice,Boleszkowice,52.72501,14.56985,A,ADM3,PL,,87.0,3210.0,321002.0,,2891,,48,Europe/Warsaw,2018-08-21
7531154,Mniszków,Mniszkow,"Comuna de Mniszkow,Comuna de Mniszków,Gmina Mnishkuv,Gmina Mniszkow,Gmina Mniszków,Mnishkuv,Mniszkow,Mniszków,Гміна Мнішкув,Мнишкув",51.38835,19.97545,A,ADM3,PL,,74.0,1007.0,100703.0,,4760,,196,Europe/Warsaw,2018-08-21
7531155,Ujazd,Ujazd,Ujazd,51.6045,19.90839,A,ADM3,PL,,74.0,1016.0,101610.0,,7783,,182,Europe/Warsaw,2023-09-28
7531156,Sławno,Slawno,"Slawno,Sławno",54.33852,16.70148,A,ADM3,PL,,87.0,3213.0,321306.0,,8920,,38,Europe/Warsaw,2018-08-21
7531157,Czarnożyły,Czarnozyly,"Charnozhily,Comuna de Czarnozyly,Comuna de Czarnożyły,Czarnozyly,Czarnożyły,Gmina Charnozhili,Gmina Czarnozyly,Gmina Czarnożyły,Чарножилы,Ґміна Чарножили",51.2849,18.56114,A,ADM3,PL,,74.0,1017.0,101702.0,,4535,,188,Europe/Warsaw,2018-08-21
7531158,Paradyż,Paradyz,"Comuna de Paradyz,Comuna de Paradyż,Gmina Paradizh,Gmina Paradyz,Gmina Paradyż,Paradyz,Paradyzh,Paradyż,Гміна Парадиж,Парадыж",51.30626,20.09227,A,ADM3,PL,,74.0,1007.0,100705.0,,4423,,196,Europe/Warsaw,2018-08-21
7531159,Poświętne,Poswietne,"Poswietne,Poświętne",51.52614,20.3567,A,ADM3,PL,,74.0,1007.0,100706.0,,3197,,163,Europe/Warsaw,2018-08-21
7531160,Radziłów,Radzilow,"Comuna de Radzilow,Comuna de Radziłów,Gmina Radzilow,Gmina Radziluv,Gmina Radziłów,Radzilow,Radziluv,Radziluvo valscius,Radziluvo valsčius,Radziłów,Радзилув,Ґміна Радзілув",53.42074,22.45351,A,ADM3,PL,,81.0,2004.0,200403.0,,4790,,113,Europe/Warsaw,2018-08-21
7531161,Płoskinia,Ploskinia,"Comuna de Ploskinia,Comuna de Płoskinia,Gmina Ploskinia,Gmina Ploskinja,Gmina Płoskinia,Ploskinia,Ploskinja,Płoskinia,Плоскиня,Ґміна Плоскіня",54.26145,19.91426,A,ADM3,PL,,85.0,2802.0,280206.0,,2533,,48,Europe/Warsaw,2018-08-21
7531162,Wilczęta,Wilczeta,"Comuna de Wilczeta,Comuna de Wilczęta,Gmina Vil'chenta,Gmina Wilczeta,Gmina Wilczęta,Vil'chenta,Wilczeta,Wilczęta,Вильчента,Гміна Вільчента",54.17744,19.84888,A,ADM3,PL,,85.0,2802.0,280207.0,,3027,,66,Europe/Warsaw,2018-08-21
7531163,Ustka,Ustka,Ustka,54.57318,16.86018,A,ADM3,PL,,82.0,2212.0,221201.0,,15709,,0,Europe/Warsaw,2018-08-21
7531164,Zawidz,Zawidz,"Comuna de Zawid,Gmina Zavidz,Gmina Zawidz,Zavidz,Zawidz,Завидз,Ґміна Завідз",52.81871,19.87931,A,ADM3,PL,,78.0,1427.0,142707.0,,6752,,115,Europe/Warsaw,2018-08-21
7531165,Wielopole Skrzyńskie,Wielopole Skrzynskie,"Wielopole Skrzynskie,Wielopole Skrzyńskie",49.94385,21.59797,A,ADM3,PL,,80.0,1815.0,181505.0,,8260,,289,Europe/Warsaw,2018-08-21
7531166,Osjaków,Osjakow,"Osjakow,Osjaków",51.28608,18.79108,A,ADM3,PL,,74.0,1017.0,101705.0,,4768,,159,Europe/Warsaw,2018-08-21
7531167,Orchowo,Orchowo,"Comuna de Orchowo,Gmina Orchowo,Gmina Orkhovo,Orchowo,Orkhovo,Орхово,Ґміна Орхово",52.50838,18.01954,A,ADM3,PL,,86.0,3023.0,302303.0,,3840,,106,Europe/Warsaw,2018-08-21
7531168,Kampinos,Kampinos,"Comuna de Kampinos,Gmina Kampinos,Kampinos,Кампинос,Ґміна Кампінос",52.2749,20.41792,A,ADM3,PL,,78.0,1432.0,143203.0,,4337,,71,Europe/Warsaw,2018-08-21
7531169,Czarna Woda,Czarna Woda,"Carna Voda,Charna Voda,Charna-Voda,Czarna Woda,Czorno Woda,Czôrnô Wòda,hei shui zhen,Čarna Voda,Чарна Вода,Чарна-Вода,黑水鎮",53.8478,18.1373,A,ADM3,PL,,82.0,2213.0,221301.0,,3227,,134,Europe/Warsaw,2018-08-21
7531170,Wola Krzysztoporska,Wola Krzysztoporska,"Comuna de Wola Krzysztoporska,Gmina Volja-Kshishtopors'ka,Gmina Wola Krzysztoporska,Volja-Kshishtoporska,Wola Krzysztoporska,Воля-Кшиштопорска,Ґміна Воля-Кшиштопорська",51.34862,19.56675,A,ADM3,PL,,74.0,1010.0,101010.0,,11921,,197,Europe/Warsaw,2018-08-21
7531171,Kluki,Kluki,Kluki,51.34912,19.23985,A,ADM3,PL,,74.0,1001.0,100105.0,,4328,,212,Europe/Warsaw,2018-08-21
7531172,Rusiec,Rusiec,Rusiec,51.31764,18.96662,A,ADM3,PL,,74.0,1001.0,100106.0,,5139,,162,Europe/Warsaw,2018-08-21
7531173,Jabłonka,Jablonka,"Jablonka,Jabłonka",49.50505,19.67219,A,ADM3,PL,,77.0,1211.0,121105.0,,18570,,654,Europe/Warsaw,2018-08-21
7531174,Płużnica,Pluznica,"Comuna de Pluznica,Comuna de Płużnica,Gmina Pluzhnicja,Gmina Pluznica,Gmina Płużnica,Pluzhnica,Pluznica,Płużnica,Плужница,Ґміна Плужниця",53.31645,18.79453,A,ADM3,PL,,73.0,417.0,41704.0,,4838,,101,Europe/Warsaw,2018-08-21
7531175,Olszanka,Olszanka,Olszanka,52.14504,22.6642,A,ADM3,PL,,78.0,1410.0,141003.0,,3011,,169,Europe/Warsaw,2018-08-21
